offset_seconds,timestamp_utc,author,message,comic,sentiment
1994.8,2026-09-22T05:42:07.843000+00:00,@GlitterRed1,I hope people didn't pay money for this. Even being high wouldn't make me laugh,"Pa Bay Coffee (auto-detected, please verify)",0.0
1996.7,2026-09-22T05:42:09.701000+00:00,@TheCorndawggy,“We’ve got plenty of comics”,"Pa Bay Coffee (auto-detected, please verify)",0.0
1998.9,2026-09-22T05:42:11.852000+00:00,@Hackofalltrades-mh5fq,"Sorry I'm late ,what i miss?","Pa Bay Coffee (auto-detected, please verify)",0.0
2012.4,2026-09-22T05:42:25.414000+00:00,@z28diablo,I'M IN!,"Pa Bay Coffee (auto-detected, please verify)",0.0
2017.6,2026-09-22T05:42:30.634000+00:00,@alisonwayland6057,are parties of 20 allowed?,"Pa Bay Coffee (auto-detected, please verify)",0.0
2018.0,2026-09-22T05:42:30.980000+00:00,@sunkissed335,123 NOT IT,"Pa Bay Coffee (auto-detected, please verify)",0.0
2018.3,2026-09-22T05:42:31.305000+00:00,@Donnieboy24,I'd make corky reservations,"Pa Bay Coffee (auto-detected, please verify)",0.0
2018.3,2026-09-22T05:42:31.342000+00:00,@McMisfit,happy ending?,"Pa Bay Coffee (auto-detected, please verify)",0.0
2023.6,2026-09-22T05:42:36.581000+00:00,@albannach7943,hack..you nissed people bitching,"Pa Bay Coffee (auto-detected, please verify)",0.0
2026.6,2026-09-22T05:42:39.647000+00:00,@henryOP8749,Not it,"Pa Bay Coffee (auto-detected, please verify)",0.0
2027.1,2026-09-22T05:42:40.060000+00:00,@gordon_ramzy3.0,nothing it's been trash so far,"Pa Bay Coffee (auto-detected, please verify)",-1.0
2028.7,2026-09-22T05:42:41.744000+00:00,@z28diablo,Will there be Ramen noodles?,"Pa Bay Coffee (auto-detected, please verify)",0.0
2029.7,2026-09-22T05:42:42.682000+00:00,@professorroyhinkley4775,The host with the least ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2035.0,2026-09-22T05:42:48.035000+00:00,@sunkissed335,,"Pa Bay Coffee (auto-detected, please verify)",0.0
2050.9,2026-09-22T05:43:03.901000+00:00,@ineverlutes,@henryOP lmaooo ,"Pa Bay Coffee (auto-detected, please verify)",1.0
2051.4,2026-09-22T05:43:04.441000+00:00,@henryOP8749,Sun-kissed I think I’m the only one who caught that  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2053.3,2026-09-22T05:43:06.257000+00:00,@HollywoodStar2026, I knew a Jim Steeby,"Pa Bay Coffee (auto-detected, please verify)",0.0
2064.0,2026-09-22T05:43:17.042000+00:00,@ineverlutes,oh shitt,"Pa Bay Coffee (auto-detected, please verify)",0.0
2066.6,2026-09-22T05:43:19.559000+00:00,@Gloobus.q,Rain. Nice and topical,"Pa Bay Coffee (auto-detected, please verify)",0.0
2067.5,2026-09-22T05:43:20.538000+00:00,@alisonwayland6057,ok Dan please punch it up a nothch,"Pa Bay Coffee (auto-detected, please verify)",0.0
2068.4,2026-09-22T05:43:21.431000+00:00,@HanzSygnal,goatee? check Cargo shorts? check,"Pa Bay Coffee (auto-detected, please verify)",1.0
2071.0,2026-09-22T05:43:23.973000+00:00,@GlitterRed1,Man bye,"Pa Bay Coffee (auto-detected, please verify)",0.0
2076.0,2026-09-22T05:43:29.018000+00:00,@goodviibes8573,Will she be naked… I’m out ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2078.7,2026-09-22T05:43:31.706000+00:00,@sunkissed335,Henry I think so too,"Pa Bay Coffee (auto-detected, please verify)",0.0
2081.3,2026-09-22T05:43:34.350000+00:00,@albannach7943,was he your uncles lover?,"Pa Bay Coffee (auto-detected, please verify)",0.0
2082.1,2026-09-22T05:43:35.052000+00:00,@ineverlutes,peak dad bod ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2083.1,2026-09-22T05:43:36.148000+00:00,@henryOP8749,Lutes  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2086.5,2026-09-22T05:43:39.458000+00:00,@jackcarr3361,Petty thief ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2088.9,2026-09-22T05:43:41.932000+00:00,@JimboTheComic,Hollywood put Hollywood in time out ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2099.4,2026-09-22T05:43:52.436000+00:00,@JimboTheComic,Don’t ever say jim Steeby again,"Pa Bay Coffee (auto-detected, please verify)",0.0
2101.0,2026-09-22T05:43:54.025000+00:00,@androidchannel309,better timing at least with this guy,"Pa Bay Coffee (auto-detected, please verify)",0.0
2102.2,2026-09-22T05:43:55.233000+00:00,@henryOP8749,Sun  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2104.2,2026-09-22T05:43:57.181000+00:00,@JimboTheComic,EVERRRRRR,"Pa Bay Coffee (auto-detected, please verify)",0.0
2111.6,2026-09-22T05:44:04.643000+00:00,@TheCorndawggy, ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2121.7,2026-09-22T05:44:14.650000+00:00,@HollywoodStar2026,Why who is Jim Steeby Jim steely Jim steeby,"Pa Bay Coffee (auto-detected, please verify)",0.0
2124.2,2026-09-22T05:44:17.229000+00:00,@pete_007-44,hi,"Pa Bay Coffee (auto-detected, please verify)",0.0
2125.6,2026-09-22T05:44:18.601000+00:00,@DankGnomeChild,oh my,"Pa Bay Coffee (auto-detected, please verify)",0.0
2129.3,2026-09-22T05:44:22.263000+00:00,@TommyTheJarvis,I’ll count that as a joke ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2130.5,2026-09-22T05:44:23.509000+00:00,@JimboTheComic,Hahahahaah,"Pa Bay Coffee (auto-detected, please verify)",1.0
2130.8,2026-09-22T05:44:23.794000+00:00,@TheCorndawggy,Maybe there’s a joke on that paper ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2132.4,2026-09-22T05:44:25.371000+00:00,@albannach7943,jimbo lets hear your jokes in the chat..we dont want you to bimb again,"Pa Bay Coffee (auto-detected, please verify)",0.0
2133.8,2026-09-22T05:44:26.798000+00:00,@GlitterRed1,Not reading from the paper,"Pa Bay Coffee (auto-detected, please verify)",0.0
2139.7,2026-09-22T05:44:32.697000+00:00,@ineverlutes,a lotta people not calling not it with corky ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2140.7,2026-09-22T05:44:33.671000+00:00,@rocjames1,a cook ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2141.5,2026-09-22T05:44:34.471000+00:00,@professorroyhinkley4775,Is there a  hanging near by,"Pa Bay Coffee (auto-detected, please verify)",0.0
2141.5,2026-09-22T05:44:34.542000+00:00,@albannach7943,bombs away,"Pa Bay Coffee (auto-detected, please verify)",-1.0
2148.5,2026-09-22T05:44:41.513000+00:00,@goodviibes8573,Not it ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2154.8,2026-09-22T05:44:47.826000+00:00,@jackcarr3361,And his favorite color is red ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2158.5,2026-09-22T05:44:51.470000+00:00,@z28diablo,Jim Steeby is Dan's Druncle,"Pa Bay Coffee (auto-detected, please verify)",0.0
2158.9,2026-09-22T05:44:51.851000+00:00,@GlitterRed1,@Thecorn lol!! I hope so,"Pa Bay Coffee (auto-detected, please verify)",1.0
2162.4,2026-09-22T05:44:55.374000+00:00,@TheCorndawggy, ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2164.1,2026-09-22T05:44:57.126000+00:00,@alisonwayland6057,people.. don't forget to like,"Pa Bay Coffee (auto-detected, please verify)",0.0
2167.3,2026-09-22T05:45:00.295000+00:00,@professorroyhinkley4775,Asking for a pardon ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2167.9,2026-09-22T05:45:00.871000+00:00,@Hackofalltrades-mh5fq,wow,"Pa Bay Coffee (auto-detected, please verify)",0.0
2169.6,2026-09-22T05:45:02.645000+00:00,@henryOP8749,Vibes came in late AF  sup bro  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2170.2,2026-09-22T05:45:03.228000+00:00,@rocjames1,pearl harbor.,"Pa Bay Coffee (auto-detected, please verify)",0.0
2172.1,2026-09-22T05:45:05.051000+00:00,@JimboTheComic,Jimmy steeb ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2172.2,2026-09-22T05:45:05.183000+00:00,@GlitterRed1,"""Let's see"" so sad","Pa Bay Coffee (auto-detected, please verify)",0.0
2172.8,2026-09-22T05:45:05.784000+00:00,@goodviibes8573,Can someone fill me in on the jokes ??? ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2192.6,2026-09-22T05:45:25.574000+00:00,@JimboTheComic,Good vibes: no,"Pa Bay Coffee (auto-detected, please verify)",0.0
2193.2,2026-09-22T05:45:26.223000+00:00,@ineverlutes,@goodvibes we are still waiting for them ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2195.5,2026-09-22T05:45:28.545000+00:00,@TheCorndawggy,@goodvibes - we haven’t heard any yet,"Pa Bay Coffee (auto-detected, please verify)",0.0
2196.9,2026-09-22T05:45:29.880000+00:00,@henryOP8749,Vibes we still waiting for some bro  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2203.1,2026-09-22T05:45:36.123000+00:00,@alisonwayland6057,we always ask the goodvivbse,"Pa Bay Coffee (auto-detected, please verify)",0.0
2205.3,2026-09-22T05:45:38.345000+00:00,@HollywoodStar2026,I miss the Austrian guy,"Pa Bay Coffee (auto-detected, please verify)",0.0
2206.3,2026-09-22T05:45:39.311000+00:00,@tylerdarnell4842,Wth,"Pa Bay Coffee (auto-detected, please verify)",0.0
2207.2,2026-09-22T05:45:40.240000+00:00,@TheCorndawggy,Wow,"Pa Bay Coffee (auto-detected, please verify)",0.0
2208.0,2026-09-22T05:45:40.955000+00:00,@albannach7943,okm.rhe joke here is pregnant women having labor for a dead man who killed a puppy acidentallly.,"Pa Bay Coffee (auto-detected, please verify)",1.0
2208.1,2026-09-22T05:45:41.118000+00:00,@EricNelson1236,you want this guy to stare at you,"Pa Bay Coffee (auto-detected, please verify)",0.0
2208.9,2026-09-22T05:45:41.931000+00:00,@ineverlutes,lmao,"Pa Bay Coffee (auto-detected, please verify)",1.0
2212.1,2026-09-22T05:45:45.148000+00:00,@z28diablo,Imagine what Handcuffs and No Notes night would be like,"Pa Bay Coffee (auto-detected, please verify)",0.0
2215.0,2026-09-22T05:45:48.003000+00:00,@ineverlutes,chat rules ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2215.1,2026-09-22T05:45:48.139000+00:00,@henryOP8749,Lutes omg I just said same thing    ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2217.4,2026-09-22T05:45:50.366000+00:00,@Drifta032,"Someone should read the comments live , more laughs in here than on stage ","Pa Bay Coffee (auto-detected, please verify)",0.0
2219.8,2026-09-22T05:45:52.792000+00:00,@rocjames1,the chair can't share,"Pa Bay Coffee (auto-detected, please verify)",0.0
2221.3,2026-09-22T05:45:54.254000+00:00,@Stephen.Perryman,dreadfull,"Pa Bay Coffee (auto-detected, please verify)",0.0
2222.3,2026-09-22T05:45:55.306000+00:00,@goodviibes8573,Phew I thought it was just me ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2222.7,2026-09-22T05:45:55.697000+00:00,@JimboTheComic,This is the drunkest uncle rn ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2230.8,2026-09-22T05:46:03.828000+00:00,@GlitterRed1,Their life's must be boring. Jokes come from personal experiences,"Pa Bay Coffee (auto-detected, please verify)",0.0
2233.9,2026-09-22T05:46:06.871000+00:00,@z28diablo,UNCLE CHINO,"Pa Bay Coffee (auto-detected, please verify)",0.0
2234.1,2026-09-22T05:46:07.118000+00:00,@tylerdarnell4842,Does any body have a joke,"Pa Bay Coffee (auto-detected, please verify)",0.0
2246.1,2026-09-22T05:46:19.076000+00:00,@McMisfit,helloo,"Pa Bay Coffee (auto-detected, please verify)",0.0
2246.7,2026-09-22T05:46:19.725000+00:00,@androidchannel309,Morgan Tameiggian,"Pa Bay Coffee (auto-detected, please verify)",0.0
2248.6,2026-09-22T05:46:21.607000+00:00,@Stephen.Perryman,When does the Comedy start,"Pa Bay Coffee (auto-detected, please verify)",0.0
2250.8,2026-09-22T05:46:23.786000+00:00,@henryOP8749,Insane crazy  here ,"Pa Bay Coffee (auto-detected, please verify)",1.0
2252.0,2026-09-22T05:46:24.979000+00:00,@goodviibes8573,The chat is funnier ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2256.2,2026-09-22T05:46:29.213000+00:00,@HollywoodStar2026,The Kihei night used to be streamed. What happened,"Pa Bay Coffee (auto-detected, please verify)",0.0
2258.9,2026-09-22T05:46:31.880000+00:00,@z28diablo,Knock Knock,"Pa Bay Coffee (auto-detected, please verify)",0.0
2259.4,2026-09-22T05:46:32.385000+00:00,@professorroyhinkley4775,does anyone ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2261.1,2026-09-22T05:46:34.082000+00:00,@Hackofalltrades-mh5fq,knockem dead morgan,"Pa Bay Coffee (auto-detected, please verify)",0.0
2261.8,2026-09-22T05:46:34.764000+00:00,@GlitterRed1,Oh gawsh. A drunkard unc,"Pa Bay Coffee (auto-detected, please verify)",0.0
2264.6,2026-09-22T05:46:37.555000+00:00,@JimboTheComic,Stephen you’re in the wrong room ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2268.2,2026-09-22T05:46:41.225000+00:00,@moneymagic6119,UNCLE TRUMP,"Pa Bay Coffee (auto-detected, please verify)",0.0
2272.5,2026-09-22T05:46:45.530000+00:00,@Gloobus.q,I think this guy patched my drywall ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2274.4,2026-09-22T05:46:47.381000+00:00,@henryOP8749,Come for the comedy stay for the chat  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2274.8,2026-09-22T05:46:47.825000+00:00,@Stephen.Perryman,Whos there,"Pa Bay Coffee (auto-detected, please verify)",0.0
2276.1,2026-09-22T05:46:49.123000+00:00,@TheCorndawggy,I’m gonna try one more comic and then I’m gonna have to bounce. This is punishment I just can’t self-inflict anymore.,"Pa Bay Coffee (auto-detected, please verify)",0.0
2278.6,2026-09-22T05:46:51.568000+00:00,@goodviibes8573,The meth is strong with this one ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2285.1,2026-09-22T05:46:58.077000+00:00,@GlitterRed1,He needs eyeglasses and a shower,"Pa Bay Coffee (auto-detected, please verify)",0.0
2288.8,2026-09-22T05:47:01.837000+00:00,@JimboTheComic,Corn dawg good luck ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2289.5,2026-09-22T05:47:02.511000+00:00,@alisonwayland6057,no youre good... we are all lost on where the jokes are,"Pa Bay Coffee (auto-detected, please verify)",0.0
2289.9,2026-09-22T05:47:02.949000+00:00,@jackcarr3361,Fair point ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2292.2,2026-09-22T05:47:05.208000+00:00,@z28diablo,"Jimbo, you mad deleting or is the chat glitching?","Pa Bay Coffee (auto-detected, please verify)",0.0
2298.8,2026-09-22T05:47:11.751000+00:00,@rocjames1,that was a whole lot of nothing,"Pa Bay Coffee (auto-detected, please verify)",0.0
2300.6,2026-09-22T05:47:13.620000+00:00,@EricNelson1236,do you live under the freeway?,"Pa Bay Coffee (auto-detected, please verify)",0.0
2301.5,2026-09-22T05:47:14.493000+00:00,@JimboTheComic, Nobody ever leaves ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2309.1,2026-09-22T05:47:22.104000+00:00,@ineverlutes,"""we got that outta the way"" ","Pa Bay Coffee (auto-detected, please verify)",0.0
2311.9,2026-09-22T05:47:24.853000+00:00,@GlitterRed1,@Thecorn. I feel like we're being trolled,"Pa Bay Coffee (auto-detected, please verify)",0.0
2312.5,2026-09-22T05:47:25.534000+00:00,@JimboTheComic,Diablo I ain’t deleting shitttttt,"Pa Bay Coffee (auto-detected, please verify)",0.0
2324.1,2026-09-22T05:47:37.097000+00:00,@TheCorndawggy,BLORT ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2326.2,2026-09-22T05:47:39.185000+00:00,@JimboTheComic,It’s worse than that glitter: cursed*,"Pa Bay Coffee (auto-detected, please verify)",0.0
2329.3,2026-09-22T05:47:42.315000+00:00,@McMisfit,haha,"Pa Bay Coffee (auto-detected, please verify)",1.0
2330.9,2026-09-22T05:47:43.856000+00:00,@professorroyhinkley4775,Are you guys reading this room??? ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2332.0,2026-09-22T05:47:44.951000+00:00,@z28diablo,Welcome to the Hotel Comedy Simulator,"Pa Bay Coffee (auto-detected, please verify)",0.0
2334.4,2026-09-22T05:47:47.393000+00:00,@GlitterRed1,I didn't need to take my sleeping meds tonight. This did it for me,"Pa Bay Coffee (auto-detected, please verify)",0.0
2335.9,2026-09-22T05:47:48.927000+00:00,@sunkissed335,sht,"Pa Bay Coffee (auto-detected, please verify)",0.0
2340.2,2026-09-22T05:47:53.174000+00:00,@McMisfit,it was her drunkel,"Pa Bay Coffee (auto-detected, please verify)",0.0
2342.6,2026-09-22T05:47:55.632000+00:00,@EricNelson1236,for the drywall I mean,"Pa Bay Coffee (auto-detected, please verify)",0.0
2343.4,2026-09-22T05:47:56.354000+00:00,@henryOP8749,Diablo I noticed that too texts dropping like a good joke coming out of comedy simulator  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2356.4,2026-09-22T05:48:09.379000+00:00,@davedreamsofdumplings,this guy is better than the reaction he's getting,"Pa Bay Coffee (auto-detected, please verify)",0.0
2360.0,2026-09-22T05:48:12.967000+00:00,@ineverlutes,@henry ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2360.3,2026-09-22T05:48:13.285000+00:00,@alisonwayland6057,that shirt needs a couple of black zig zag stripes. c,"Pa Bay Coffee (auto-detected, please verify)",0.0
2360.4,2026-09-22T05:48:13.440000+00:00,@HollywoodStar2026,"I sense that there are no ""real"" audience members. Sounds like a comics-only crowd","Pa Bay Coffee (auto-detected, please verify)",0.0
2361.4,2026-09-22T05:48:14.409000+00:00,@JimboTheComic,I blocked key words ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2362.5,2026-09-22T05:48:15.457000+00:00,@rocjames1,the pain is real,"Pa Bay Coffee (auto-detected, please verify)",0.0
2366.0,2026-09-22T05:48:18.983000+00:00,@goodviibes8573,We need a huge trash can for all this garbage ,"Pa Bay Coffee (auto-detected, please verify)",-1.0
2372.7,2026-09-22T05:48:25.692000+00:00,@McMisfit,mmhm planes inside the buildings,"Pa Bay Coffee (auto-detected, please verify)",0.0
2376.2,2026-09-22T05:48:29.196000+00:00,@TheCorndawggy,Don’t steal Nick Mullen’s joke,"Pa Bay Coffee (auto-detected, please verify)",0.0
2382.0,2026-09-22T05:48:35.024000+00:00,@JimboTheComic,AIDS and THAT WAS FUNNY ,"Pa Bay Coffee (auto-detected, please verify)",1.0
2387.7,2026-09-22T05:48:40.706000+00:00,@Hackofalltrades-mh5fq,haaaahaaa!,"Pa Bay Coffee (auto-detected, please verify)",0.0
2398.2,2026-09-22T05:48:51.224000+00:00,@alisonwayland6057,Charlie Brown is missing a few stripes,"Pa Bay Coffee (auto-detected, please verify)",0.0
2403.8,2026-09-22T05:48:56.848000+00:00,@rocjames1,Sean Penn. sober.,"Pa Bay Coffee (auto-detected, please verify)",0.0
2408.1,2026-09-22T05:49:01.114000+00:00,@goodviibes8573,My dog has better knock knock jokes ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2410.1,2026-09-22T05:49:03.051000+00:00,@henryOP8749,Hollywood it is all comics in the room that’s why they get so much support in house but not from chat  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2411.4,2026-09-22T05:49:04.382000+00:00,@professorroyhinkley4775,Jesus Christ came for the LOST,"Pa Bay Coffee (auto-detected, please verify)",0.0
2417.7,2026-09-22T05:49:10.669000+00:00,@HanzSygnal,it's a joke from The Onion,"Pa Bay Coffee (auto-detected, please verify)",0.0
2418.8,2026-09-22T05:49:11.753000+00:00,@JimboTheComic,"There are not a lot of people here. And yes, it’s painful ","Pa Bay Coffee (auto-detected, please verify)",1.0
2419.8,2026-09-22T05:49:12.848000+00:00,@GlitterRed1,He just came for the Beers,"Pa Bay Coffee (auto-detected, please verify)",0.0
2427.2,2026-09-22T05:49:20.210000+00:00,@Yup-eee,Jeff Spicoli still goin,"Pa Bay Coffee (auto-detected, please verify)",0.0
2430.1,2026-09-22T05:49:23.117000+00:00,@sunkissed335, not Sean Penn,"Pa Bay Coffee (auto-detected, please verify)",0.0
2437.4,2026-09-22T05:49:30.403000+00:00,@TheCorndawggy, This is so bad.,"Pa Bay Coffee (auto-detected, please verify)",-1.0
2437.7,2026-09-22T05:49:30.700000+00:00,@ineverlutes,put goodvibes dog on,"Pa Bay Coffee (auto-detected, please verify)",0.0
2438.6,2026-09-22T05:49:31.562000+00:00,@z28diablo,Why did the chicken cross the road? To see if the jokes were over there.,"Pa Bay Coffee (auto-detected, please verify)",0.0
2448.2,2026-09-22T05:49:41.203000+00:00,@goodviibes8573,When I fart my wife laughs harder than anything I’ve heard here ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2451.2,2026-09-22T05:49:44.178000+00:00,@GlitterRed1,@JimboThecomic ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2451.3,2026-09-22T05:49:44.253000+00:00,@Stephen.Perryman,ITS 6:45 HERE IN SCOTLAND AND IVE BEEN WATCHING THIS SHIT FOR NEARLY HSLF SN HOUR. IM I SELF HARMING OR WHAT,"Pa Bay Coffee (auto-detected, please verify)",0.0
2453.0,2026-09-22T05:49:45.994000+00:00,@henryOP8749,I love Jimbo he always shoots the shit with the chat he and chino the only real ones there,"Pa Bay Coffee (auto-detected, please verify)",1.0
2453.9,2026-09-22T05:49:46.918000+00:00,@alisonwayland6057,where's Snoopy and Woodstock?,"Pa Bay Coffee (auto-detected, please verify)",0.0
2458.8,2026-09-22T05:49:51.825000+00:00,@Skin-E-Vadee-Vechee,punch line?,"Pa Bay Coffee (auto-detected, please verify)",0.0
2462.3,2026-09-22T05:49:55.277000+00:00,@TheCorndawggy,Ugghhhhh,"Pa Bay Coffee (auto-detected, please verify)",0.0
2469.4,2026-09-22T05:50:02.418000+00:00,@Stephen.Perryman,6:45 AM,"Pa Bay Coffee (auto-detected, please verify)",0.0
2472.9,2026-09-22T05:50:05.881000+00:00,@JimboTheComic,"Henry believe it or not, some other people. Are. Cool. ","Pa Bay Coffee (auto-detected, please verify)",0.0
2473.0,2026-09-22T05:50:05.972000+00:00,@McMisfit,pull your neck in,"Pa Bay Coffee (auto-detected, please verify)",0.0
2478.4,2026-09-22T05:50:11.361000+00:00,@GlitterRed1,"""someone said awh shit""","Pa Bay Coffee (auto-detected, please verify)",0.0
2483.1,2026-09-22T05:50:16.134000+00:00,@ineverlutes,@stephen perryman ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2487.3,2026-09-22T05:50:20.311000+00:00,@henryOP8749,Where???  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2487.9,2026-09-22T05:50:20.876000+00:00,@goodviibes8573,That was the worst joke I’ve ever heard ,"Pa Bay Coffee (auto-detected, please verify)",-1.0
2492.2,2026-09-22T05:50:25.186000+00:00,@rocjames1,more dead than head,"Pa Bay Coffee (auto-detected, please verify)",0.0
2497.0,2026-09-22T05:50:29.952000+00:00,@alisonwayland6057,Michelin man???? give us some Charlie Brown,"Pa Bay Coffee (auto-detected, please verify)",0.0
2500.3,2026-09-22T05:50:33.321000+00:00,@HanzSygnal,"he may steal every joke, not kidding","Pa Bay Coffee (auto-detected, please verify)",0.0
2503.6,2026-09-22T05:50:36.589000+00:00,@TheCorndawggy,Oh boy,"Pa Bay Coffee (auto-detected, please verify)",0.0
2510.5,2026-09-22T05:50:43.479000+00:00,@GlitterRed1,A nouse????,"Pa Bay Coffee (auto-detected, please verify)",0.0
2511.4,2026-09-22T05:50:44.440000+00:00,@ineverlutes,druncle joke?,"Pa Bay Coffee (auto-detected, please verify)",0.0
2513.5,2026-09-22T05:50:46.526000+00:00,@tylerdarnell4842,Ha huh  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2514.8,2026-09-22T05:50:47.762000+00:00,@JimboTheComic,"Hanz, you aren’t crazy lol","Pa Bay Coffee (auto-detected, please verify)",1.0
2515.2,2026-09-22T05:50:48.183000+00:00,@moneymagic6119,wow,"Pa Bay Coffee (auto-detected, please verify)",0.0
2519.3,2026-09-22T05:50:52.312000+00:00,@Donnieboy24,fuck,"Pa Bay Coffee (auto-detected, please verify)",0.0
2519.4,2026-09-22T05:50:52.418000+00:00,@sunkissed335,,"Pa Bay Coffee (auto-detected, please verify)",0.0
2520.2,2026-09-22T05:50:53.220000+00:00,@goodviibes8573,Wow can’t even say bye  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2520.6,2026-09-22T05:50:53.586000+00:00,@androidchannel309,"""That was the worst joke I've ever heard"" lol","Pa Bay Coffee (auto-detected, please verify)",0.0
2522.5,2026-09-22T05:50:55.508000+00:00,@Stephen.Perryman,TRUE STORY,"Pa Bay Coffee (auto-detected, please verify)",0.0
2523.2,2026-09-22T05:50:56.150000+00:00,@Hackofalltrades-mh5fq,,"Pa Bay Coffee (auto-detected, please verify)",0.0
2523.7,2026-09-22T05:50:56.678000+00:00,@MichaelBrogans-q3e,good thing he has his phone so he can check to see who didn't text him,"Pa Bay Coffee (auto-detected, please verify)",0.0
2534.0,2026-09-22T05:51:07.040000+00:00,@IsaacMartinez-wg7qg,I like that guy lol,"Pa Bay Coffee (auto-detected, please verify)",1.0
2535.0,2026-09-22T05:51:08.014000+00:00,@tylerdarnell4842,Cool shirt,"Pa Bay Coffee (auto-detected, please verify)",0.0
2538.7,2026-09-22T05:51:11.657000+00:00,@rocjames1,if the chair had wheels,"Pa Bay Coffee (auto-detected, please verify)",0.0
2542.4,2026-09-22T05:51:15.388000+00:00,@IsaacMartinez-wg7qg,look like spongebob,"Pa Bay Coffee (auto-detected, please verify)",0.0
2543.3,2026-09-22T05:51:16.325000+00:00,@EricNelson1236,his uncle couldn't handle that 911 tragedy,"Pa Bay Coffee (auto-detected, please verify)",0.0
2548.7,2026-09-22T05:51:21.663000+00:00,@TheCorndawggy,Is it just the other comedians clapping? It can’t be fans.,"Pa Bay Coffee (auto-detected, please verify)",0.0
2551.9,2026-09-22T05:51:24.930000+00:00,@IsaacMartinez-wg7qg,tom kenny,"Pa Bay Coffee (auto-detected, please verify)",0.0
2553.7,2026-09-22T05:51:26.728000+00:00,@HollywoodStar2026,DOWNER NIGHT,"Pa Bay Coffee (auto-detected, please verify)",0.0
2561.8,2026-09-22T05:51:34.806000+00:00,@GlitterRed1,"Charlie Kirk, 911, and a noose. He should be banned!!!!","Pa Bay Coffee (auto-detected, please verify)",0.0
2569.4,2026-09-22T05:51:42.368000+00:00,@z28diablo,Dumpster Dan will brighten the night,"Pa Bay Coffee (auto-detected, please verify)",0.0
2570.9,2026-09-22T05:51:43.931000+00:00,@Yup-eee,Debbie downerz ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2573.6,2026-09-22T05:51:46.552000+00:00,@alisonwayland6057,where's Schroeder when you need some piano music,"Pa Bay Coffee (auto-detected, please verify)",0.0
2582.7,2026-09-22T05:51:55.700000+00:00,@professorroyhinkley4775,Yall need better memes  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
2587.0,2026-09-22T05:52:00.004000+00:00,@IsaacMartinez-wg7qg,SpongeBob off the busch,"Pa Bay Coffee (auto-detected, please verify)",0.0
2594.9,2026-09-22T05:52:07.900000+00:00,@rocjames1,och in order,"Pa Bay Coffee (auto-detected, please verify)",0.0
2596.3,2026-09-22T05:52:09.262000+00:00,@Donnieboy24,usopp without his slingshot,"Pa Bay Coffee (auto-detected, please verify)",0.0
