video_t,wall_time,author,chat_name,text,sentiment,source_layer,current_performer,caption_window,audience
2203.0,2026-09-07 19:53:14,@ineverlutes,,who else strokin it to this set ,neutral,vader,Joel Hewins & Abby Rose,">> Yeah, I think that's so >> what else does it for you? >> You know what else really does it for me? The way that whenever we have relationship problems, you decide to consult Chat GPT. >> Is that what you think? >> Yeah. >> Is that >> That's probably the number one thing that I wish I could change about you. If anything >> is chat GPT >> is the fact that you talk to Jav TPT about our relationship. And the one",true
2205.0,2026-09-07 19:53:16,@TheSupercorky,,This punch and Julie routine is making me nervous,negative,vader,Joel Hewins & Abby Rose,">> what else does it for you? >> You know what else really does it for me? The way that whenever we have relationship problems, you decide to consult Chat GPT. >> Is that what you think? >> Yeah. >> Is that >> That's probably the number one thing that I wish I could change about you. If anything >> is chat GPT >> is the fact that you talk to Jav TPT about our relationship. And the one thing that you wish you could change",true
2205.0,2026-09-07 19:53:16,@AG-nv6ml,,I don't kiss :face_blowing_a_kiss: and tell :man_shrugging:,negative,vader,Joel Hewins & Abby Rose,">> what else does it for you? >> You know what else really does it for me? The way that whenever we have relationship problems, you decide to consult Chat GPT. >> Is that what you think? >> Yeah. >> Is that >> That's probably the number one thing that I wish I could change about you. If anything >> is chat GPT >> is the fact that you talk to Jav TPT about our relationship. And the one thing that you wish you could change",true
2212.0,2026-09-07 19:53:23,@S.D.L-m1j,,avery,neutral,vader,Joel Hewins & Abby Rose,consult Chat GPT. >> Is that what you think? >> Yeah. >> Is that >> That's probably the number one thing that I wish I could change about you. If anything >> is chat GPT >> is the fact that you talk to Jav TPT about our relationship. And the one thing that you wish you could change about me is probably that I fart during sex. Right. >> That's one thing. >> It's good. It's good. Everyone in this,true
2212.0,2026-09-07 19:53:23,@alisonwayland6057,,ted danson would kill to have that much hair,negative,vader,Joel Hewins & Abby Rose,consult Chat GPT. >> Is that what you think? >> Yeah. >> Is that >> That's probably the number one thing that I wish I could change about you. If anything >> is chat GPT >> is the fact that you talk to Jav TPT about our relationship. And the one thing that you wish you could change about me is probably that I fart during sex. Right. >> That's one thing. >> It's good. It's good. Everyone in this,true
2220.0,2026-09-07 19:53:31,@Beepbop_man,,This is this getting out more,neutral,vader,Joel Hewins & Abby Rose,>> is chat GPT >> is the fact that you talk to Jav TPT about our relationship. And the one thing that you wish you could change about me is probably that I fart during sex. Right. >> That's one thing. >> It's good. It's good. Everyone in this room now knows that I fart during sex. Uh >> what was your impressions of my mother? >> When you met her?,true
2225.0,2026-09-07 19:53:36,@CarlCramer88,,Where is Jeffrey Dahmer when you need him?,neutral,vader,Joel Hewins & Abby Rose,thing that you wish you could change about me is probably that I fart during sex. Right. >> That's one thing. >> It's good. It's good. Everyone in this room now knows that I fart during sex. Uh >> what was your impressions of my mother? >> When you met her? >> Your mother? >> Yeah. You both You both have uh a,true
2227.0,2026-09-07 19:53:38,@TheSupercorky,,Chino!,neutral,vader,Joel Hewins & Abby Rose,"about me is probably that I fart during sex. Right. >> That's one thing. >> It's good. It's good. Everyone in this room now knows that I fart during sex. Uh >> what was your impressions of my mother? >> When you met her? >> Your mother? >> Yeah. You both You both have uh a certain kind of tattoo, right?",true
2229.0,2026-09-07 19:53:40,@ineverlutes,,oh no ,negative,vader,Joel Hewins & Abby Rose,">> That's one thing. >> It's good. It's good. Everyone in this room now knows that I fart during sex. Uh >> what was your impressions of my mother? >> When you met her? >> Your mother? >> Yeah. You both You both have uh a certain kind of tattoo, right? >> We both have a tram stamp.",true
2233.0,2026-09-07 19:53:44,@ineverlutes,,critical ,negative,vader,Joel Hewins & Abby Rose,">> It's good. It's good. Everyone in this room now knows that I fart during sex. Uh >> what was your impressions of my mother? >> When you met her? >> Your mother? >> Yeah. You both You both have uh a certain kind of tattoo, right? >> We both have a tram stamp. >> Yes. You and my mother both have [ __ ] stamps. It's the one common ally. My",true
2234.0,2026-09-07 19:53:45,@QUINNHAMELIN,,Plan is to just kiss when they bomb,negative,vader,Joel Hewins & Abby Rose,"room now knows that I fart during sex. Uh >> what was your impressions of my mother? >> When you met her? >> Your mother? >> Yeah. You both You both have uh a certain kind of tattoo, right? >> We both have a tram stamp. >> Yes. You and my mother both have [ __ ] stamps. It's the one common ally. My mother My mother is married to a pastor",true
2238.0,2026-09-07 19:53:49,@TheSupercorky,,Nooo,neutral,vader,Joel Hewins & Abby Rose,">> what was your impressions of my mother? >> When you met her? >> Your mother? >> Yeah. You both You both have uh a certain kind of tattoo, right? >> We both have a tram stamp. >> Yes. You and my mother both have [ __ ] stamps. It's the one common ally. My mother My mother is married to a pastor of 40 years and she has a tram stamp. I",true
2238.0,2026-09-07 19:53:49,@nevergiveup9321,,After this performance they’re relationship collapses,negative,vader,Joel Hewins & Abby Rose,">> what was your impressions of my mother? >> When you met her? >> Your mother? >> Yeah. You both You both have uh a certain kind of tattoo, right? >> We both have a tram stamp. >> Yes. You and my mother both have [ __ ] stamps. It's the one common ally. My mother My mother is married to a pastor of 40 years and she has a tram stamp. I",true
2242.0,2026-09-07 19:53:53,@HollywoodStar2026,,JFC this is bad couples therapy,negative,vader,Joel Hewins & Abby Rose,">> Your mother? >> Yeah. You both You both have uh a certain kind of tattoo, right? >> We both have a tram stamp. >> Yes. You and my mother both have [ __ ] stamps. It's the one common ally. My mother My mother is married to a pastor of 40 years and she has a tram stamp. I just want that to be known for the internet and everybody watching.",true
2247.0,2026-09-07 19:53:58,@Conrad2311,,Idk if that was a joke or not ,positive,vader,Joel Hewins & Abby Rose,"certain kind of tattoo, right? >> We both have a tram stamp. >> Yes. You and my mother both have [ __ ] stamps. It's the one common ally. My mother My mother is married to a pastor of 40 years and she has a tram stamp. I just want that to be known for the internet and everybody watching. >> That's what I got. Uh, is there anything about our trip to North Carolina you",true
2253.0,2026-09-07 19:54:04,@OhHerroMyNameJim,,"Lol fr sounds like they been dating for 6 months and are still in that ""omg we're perfect for eachother lets go tell and show everyone why we're in looooooove!"":face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:",positive,vader,Joel Hewins & Abby Rose,"stamps. It's the one common ally. My mother My mother is married to a pastor of 40 years and she has a tram stamp. I just want that to be known for the internet and everybody watching. >> That's what I got. Uh, is there anything about our trip to North Carolina you wanted to talk about? >> Oh, yeah. >> Yeah. We recently went back to North Carolina to meet each other's families",true
2253.0,2026-09-07 19:54:04,@jelly_jams345,,This is so sad,negative,vader,Joel Hewins & Abby Rose,"stamps. It's the one common ally. My mother My mother is married to a pastor of 40 years and she has a tram stamp. I just want that to be known for the internet and everybody watching. >> That's what I got. Uh, is there anything about our trip to North Carolina you wanted to talk about? >> Oh, yeah. >> Yeah. We recently went back to North Carolina to meet each other's families",true
2256.0,2026-09-07 19:54:07,@EricNelson1236,,except the peging,neutral,vader,Joel Hewins & Abby Rose,"mother My mother is married to a pastor of 40 years and she has a tram stamp. I just want that to be known for the internet and everybody watching. >> That's what I got. Uh, is there anything about our trip to North Carolina you wanted to talk about? >> Oh, yeah. >> Yeah. We recently went back to North Carolina to meet each other's families and lately I've been having some cat",true
2258.0,2026-09-07 19:54:09,@avery42069,,Okay,positive,vader,Joel Hewins & Abby Rose,"just want that to be known for the internet and everybody watching. >> That's what I got. Uh, is there anything about our trip to North Carolina you wanted to talk about? >> Oh, yeah. >> Yeah. We recently went back to North Carolina to meet each other's families and lately I've been having some cat",true
2259.0,2026-09-07 19:54:10,@alisonwayland6057,,she does mother impersonations?,neutral,vader,Joel Hewins & Abby Rose,"just want that to be known for the internet and everybody watching. >> That's what I got. Uh, is there anything about our trip to North Carolina you wanted to talk about? >> Oh, yeah. >> Yeah. We recently went back to North Carolina to meet each other's families and lately I've been having some cat issues and my cat pissed on Joel.",true
2262.0,2026-09-07 19:54:13,@TheSupercorky,,Is a roast battle?,negative,vader,Joel Hewins & Abby Rose,">> That's what I got. Uh, is there anything about our trip to North Carolina you wanted to talk about? >> Oh, yeah. >> Yeah. We recently went back to North Carolina to meet each other's families and lately I've been having some cat issues and my cat pissed on Joel.",true
2262.0,2026-09-07 19:54:13,@JimboTheComic,,Hey chat ,neutral,vader,Joel Hewins & Abby Rose,">> That's what I got. Uh, is there anything about our trip to North Carolina you wanted to talk about? >> Oh, yeah. >> Yeah. We recently went back to North Carolina to meet each other's families and lately I've been having some cat issues and my cat pissed on Joel.",true
2264.0,2026-09-07 19:54:15,@ineverlutes,,farts during sex i wanna barf i just ate cheese sauce ,neutral,vader,Joel Hewins & Abby Rose,">> That's what I got. Uh, is there anything about our trip to North Carolina you wanted to talk about? >> Oh, yeah. >> Yeah. We recently went back to North Carolina to meet each other's families and lately I've been having some cat issues and my cat pissed on Joel. >> Yep. And then we go on this vacation or",true
2265.0,2026-09-07 19:54:16,@Beepbop_man,,The mother your wife doesnt know ,neutral,vader,Joel Hewins & Abby Rose,">> That's what I got. Uh, is there anything about our trip to North Carolina you wanted to talk about? >> Oh, yeah. >> Yeah. We recently went back to North Carolina to meet each other's families and lately I've been having some cat issues and my cat pissed on Joel. >> Yep. And then we go on this vacation or whatever and his friend's cat pisses all",true
2269.0,2026-09-07 19:54:20,@HollywoodStar2026,,why cousins shouldn't date,neutral,vader,Joel Hewins & Abby Rose,"wanted to talk about? >> Oh, yeah. >> Yeah. We recently went back to North Carolina to meet each other's families and lately I've been having some cat issues and my cat pissed on Joel. >> Yep. And then we go on this vacation or whatever and his friend's cat pisses all",true
2269.0,2026-09-07 19:54:20,@ismaeldelreal715,,Imagine being miserable and posting hateful comments ,negative,vader,Joel Hewins & Abby Rose,"wanted to talk about? >> Oh, yeah. >> Yeah. We recently went back to North Carolina to meet each other's families and lately I've been having some cat issues and my cat pissed on Joel. >> Yep. And then we go on this vacation or whatever and his friend's cat pisses all",true
2273.0,2026-09-07 19:54:24,@S.D.L-m1j,,Kenny G 's lost son Kenny H.:grinning_squinting_face:,negative,vader,Joel Hewins & Abby Rose,>> Yeah. We recently went back to North Carolina to meet each other's families and lately I've been having some cat issues and my cat pissed on Joel. >> Yep. And then we go on this vacation or whatever and his friend's cat pisses all over my suitcase and then we go to my sister's and then her cat [ __ ] what,true
2281.0,2026-09-07 19:54:32,@alisonwayland6057,,"damn, missed opportunity",negative,vader,Joel Hewins & Abby Rose,issues and my cat pissed on Joel. >> Yep. And then we go on this vacation or whatever and his friend's cat pisses all over my suitcase and then we go to my sister's and then her cat [ __ ] what does her cat do? >> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your,true
2283.0,2026-09-07 19:54:34,@joshuabutterwick3156,,these guys make animals feel uncomfortable,negative,vader,Joel Hewins & Abby Rose,>> Yep. And then we go on this vacation or whatever and his friend's cat pisses all over my suitcase and then we go to my sister's and then her cat [ __ ] what does her cat do? >> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your brother-in-law grabbed him with an oven,true
2286.0,2026-09-07 19:54:37,@Pinkskinnedgoblin,,It’s just an interview from a weird couple ,negative,vader,Joel Hewins & Abby Rose,>> Yep. And then we go on this vacation or whatever and his friend's cat pisses all over my suitcase and then we go to my sister's and then her cat [ __ ] what does her cat do? >> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if,true
2287.0,2026-09-07 19:54:38,@S.D.L-m1j,,Jimbo:star_struck:,neutral,vader,Joel Hewins & Abby Rose,>> Yep. And then we go on this vacation or whatever and his friend's cat pisses all over my suitcase and then we go to my sister's and then her cat [ __ ] what does her cat do? >> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly.,true
2288.0,2026-09-07 19:54:39,@JimboTheComic,,lol hollywoodstar ,positive,vader,Joel Hewins & Abby Rose,whatever and his friend's cat pisses all over my suitcase and then we go to my sister's and then her cat [ __ ] what does her cat do? >> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but,true
2290.0,2026-09-07 19:54:41,@OhHerroMyNameJim,,This isn't even standup...just awkward stories,positive,vader,Joel Hewins & Abby Rose,over my suitcase and then we go to my sister's and then her cat [ __ ] what does her cat do? >> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but >> Okay.,true
2290.0,2026-09-07 19:54:41,@OntologicallySteve,,She squirted all over him,neutral,vader,Joel Hewins & Abby Rose,over my suitcase and then we go to my sister's and then her cat [ __ ] what does her cat do? >> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but >> Okay.,true
2292.0,2026-09-07 19:54:43,@EricNelson1236,,is he black?,neutral,vader,Joel Hewins & Abby Rose,"over my suitcase and then we go to my sister's and then her cat [ __ ] what does her cat do? >> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but >> Okay. >> It's great. It's good stuff. All right,",true
2292.0,2026-09-07 19:54:43,@whisperingbeeasmr,,:twelve_o’clock::twelve_thirty::one_o’clock::one_thirty::two_o’clock::six_o’clock::five_thirty::five_o’clock::four_thirty::four_o’clock::three_thirty::three_o’clock::two_thirty::six_thirty::seven_o’clock::seven_thirty::eight_o’clock::eight_thirty::nine_o’clock::nine_thirty::ten_o’clock::ten_thirty::eleven_o’clock::eleven_thirty::alarm_clock::alarm_clock::alarm_clock::alarm_clock:,neutral,vader,Joel Hewins & Abby Rose,"over my suitcase and then we go to my sister's and then her cat [ __ ] what does her cat do? >> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but >> Okay. >> It's great. It's good stuff. All right,",true
2293.0,2026-09-07 19:54:44,@IMMORTALCHAFF,,Have a good night all. this isn't helping co conducting my bowel movement,positive,vader,Joel Hewins & Abby Rose,"over my suitcase and then we go to my sister's and then her cat [ __ ] what does her cat do? >> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but >> Okay. >> It's great. It's good stuff. All right, babe. We got anything else?",true
2295.0,2026-09-07 19:54:46,@CarlCramer88,,The crowd is getting louder and louder. I think they’re losing them.,negative,vader,Joel Hewins & Abby Rose,"does her cat do? >> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but >> Okay. >> It's great. It's good stuff. All right, babe. We got anything else? >> Well, yeah. The other day, um, we were",true
2298.0,2026-09-07 19:54:49,@JimboTheComic,,Sdl what’s good ,positive,vader,Joel Hewins & Abby Rose,">> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but >> Okay. >> It's great. It's good stuff. All right, babe. We got anything else? >> Well, yeah. The other day, um, we were smoking",true
2299.0,2026-09-07 19:54:50,@HollywoodStar2026,,cat stories... are they lesbians?,neutral,vader,Joel Hewins & Abby Rose,">> Her cat attacks me. Uh tries to [ __ ] me and then uh then your your brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but >> Okay. >> It's great. It's good stuff. All right, babe. We got anything else? >> Well, yeah. The other day, um, we were smoking >> and I asked you",true
2302.0,2026-09-07 19:54:53,@TheSupercorky,,So cute,positive,vader,Joel Hewins & Abby Rose,"brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but >> Okay. >> It's great. It's good stuff. All right, babe. We got anything else? >> Well, yeah. The other day, um, we were smoking >> and I asked you",true
2302.0,2026-09-07 19:54:53,@BrianSV1985,,is this weird story time?,negative,vader,Joel Hewins & Abby Rose,"brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but >> Okay. >> It's great. It's good stuff. All right, babe. We got anything else? >> Well, yeah. The other day, um, we were smoking >> and I asked you",true
2303.0,2026-09-07 19:54:54,@Beepbop_man,,I bet she doesnt wear deodorant ,neutral,vader,Joel Hewins & Abby Rose,"brother-in-law grabbed him with an oven mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but >> Okay. >> It's great. It's good stuff. All right, babe. We got anything else? >> Well, yeah. The other day, um, we were smoking >> and I asked you if when you eat asparagus,",true
2305.0,2026-09-07 19:54:56,@daintydayvon,,Couple comedy was a genre I don’t know I hated,positive,vader,Joel Hewins & Abby Rose,"mitt and stuffed him into a trash can if I remember correctly. >> I think it was a cage but >> Okay. >> It's great. It's good stuff. All right, babe. We got anything else? >> Well, yeah. The other day, um, we were smoking >> and I asked you if when you eat asparagus,",true
2308.0,2026-09-07 19:54:59,@samantonov2879,,stand up is really hard,negative,vader,Joel Hewins & Abby Rose,">> I think it was a cage but >> Okay. >> It's great. It's good stuff. All right, babe. We got anything else? >> Well, yeah. The other day, um, we were smoking >> and I asked you if when you eat asparagus, your pee smells like asparagus, what",true
2315.0,2026-09-07 19:55:06,@TheSupercorky,,Time?,neutral,vader,Sasha & Craig,">> Well, yeah. The other day, um, we were smoking >> and I asked you if when you eat asparagus, your pee smells like asparagus, what happens when you eat asparagus and you squirt? >> Why do you [ __ ] ask chat GPT?",true
2316.0,2026-09-07 19:55:07,@ineverlutes,,@dainty lmao,positive,vader,Sasha & Craig,">> Well, yeah. The other day, um, we were smoking >> and I asked you if when you eat asparagus, your pee smells like asparagus, what happens when you eat asparagus and you squirt? >> Why do you [ __ ] ask chat GPT?",true
2316.0,2026-09-07 19:55:07,@joshuabutterwick3156,,the guy in the orange has been in more farm animals than Purina,neutral,vader,Sasha & Craig,">> Well, yeah. The other day, um, we were smoking >> and I asked you if when you eat asparagus, your pee smells like asparagus, what happens when you eat asparagus and you squirt? >> Why do you [ __ ] ask chat GPT?",true
2317.0,2026-09-07 19:55:08,@HollywoodStar2026,,wait. They get 10 MINUTES?????,neutral,vader,Sasha & Craig,"smoking >> and I asked you if when you eat asparagus, your pee smells like asparagus, what happens when you eat asparagus and you squirt? >> Why do you [ __ ] ask chat GPT?",true
2328.0,2026-09-07 19:55:19,@TheSupercorky,,Shanes all over that,neutral,vader,Sasha & Craig,"your pee smells like asparagus, what happens when you eat asparagus and you squirt? >> Why do you [ __ ] ask chat GPT? >> That's insane. >> GPT. Can somebody Can somebody chat GPT if your squirt will smell like asparagus if you eat enough of it? >> Squirt speed, right? >> All right, guys. We're out of here. Thank you.",true
2334.0,2026-09-07 19:55:25,@BrianSV1985,,you know she has gnarly armpit hair!!,neutral,vader,Sasha & Craig,"squirt? >> Why do you [ __ ] ask chat GPT? >> That's insane. >> GPT. Can somebody Can somebody chat GPT if your squirt will smell like asparagus if you eat enough of it? >> Squirt speed, right? >> All right, guys. We're out of here. Thank you.",true
2334.0,2026-09-07 19:55:25,@Pinkskinnedgoblin,,He didn’t like that ,negative,vader,Sasha & Craig,"squirt? >> Why do you [ __ ] ask chat GPT? >> That's insane. >> GPT. Can somebody Can somebody chat GPT if your squirt will smell like asparagus if you eat enough of it? >> Squirt speed, right? >> All right, guys. We're out of here. Thank you.",true
2339.0,2026-09-07 19:55:30,@JimboTheComic,,Yes it’s duos night,positive,vader,Sasha & Craig,">> That's insane. >> GPT. Can somebody Can somebody chat GPT if your squirt will smell like asparagus if you eat enough of it? >> Squirt speed, right? >> All right, guys. We're out of here. Thank you. >> Keep it going for the lovely couple,",true
2341.0,2026-09-07 19:55:32,@Beepbop_man,,I wanna get compensation ,neutral,vader,Sasha & Craig,">> GPT. Can somebody Can somebody chat GPT if your squirt will smell like asparagus if you eat enough of it? >> Squirt speed, right? >> All right, guys. We're out of here. Thank you. >> Keep it going for the lovely couple, Joel and Abby Rose. Ladies and",true
2341.0,2026-09-07 19:55:32,@TheSupercorky,,She'll never know what squirting is,neutral,vader,Sasha & Craig,">> GPT. Can somebody Can somebody chat GPT if your squirt will smell like asparagus if you eat enough of it? >> Squirt speed, right? >> All right, guys. We're out of here. Thank you. >> Keep it going for the lovely couple, Joel and Abby Rose. Ladies and",true
2342.0,2026-09-07 19:55:33,@joshuabutterwick3156,,dude where the comedy?,positive,vader,Sasha & Craig,"if you eat enough of it? >> Squirt speed, right? >> All right, guys. We're out of here. Thank you. >> Keep it going for the lovely couple, Joel and Abby Rose. Ladies and gentlemen,",true
2343.0,2026-09-07 19:55:34,@OntologicallySteve,,This act has given me ass cancer,negative,vader,Sasha & Craig,"if you eat enough of it? >> Squirt speed, right? >> All right, guys. We're out of here. Thank you. >> Keep it going for the lovely couple, Joel and Abby Rose. Ladies and gentlemen,",true
2343.0,2026-09-07 19:55:34,@S.D.L-m1j,,Jimbo when are you going up ?,neutral,vader,Sasha & Craig,"if you eat enough of it? >> Squirt speed, right? >> All right, guys. We're out of here. Thank you. >> Keep it going for the lovely couple, Joel and Abby Rose. Ladies and gentlemen,",true
2346.0,2026-09-07 19:55:37,@Hackofalltrades-mh5fq,,wow,positive,vader,Sasha & Craig,">> All right, guys. We're out of here. Thank you. >> Keep it going for the lovely couple, Joel and Abby Rose. Ladies and gentlemen, >> this microphone smells like a Mumford and Sun song. What the hell just",true
2357.0,2026-09-07 19:55:48,@CarlCramer88,,We should be getting paid to watch this,neutral,vader,Sasha & Craig,">> Keep it going for the lovely couple, Joel and Abby Rose. Ladies and gentlemen, >> this microphone smells like a Mumford and Sun song. What the hell just happened? Boom. Clap. Yeah. I feel like you guys would make great >> Yeah. music. You guys should Someone get a guitar, get a tambourine. One of you",true
2360.0,2026-09-07 19:55:51,@JimboTheComic,,I have no idea Sdl lol,positive,vader,Sasha & Craig,"Joel and Abby Rose. Ladies and gentlemen, >> this microphone smells like a Mumford and Sun song. What the hell just happened? Boom. Clap. Yeah. I feel like you guys would make great >> Yeah. music. You guys should Someone get a guitar, get a tambourine. One of you shave your head. You got a great act",true
2360.0,2026-09-07 19:55:51,@alisonwayland6057,,keep what going?,neutral,vader,Sasha & Craig,"Joel and Abby Rose. Ladies and gentlemen, >> this microphone smells like a Mumford and Sun song. What the hell just happened? Boom. Clap. Yeah. I feel like you guys would make great >> Yeah. music. You guys should Someone get a guitar, get a tambourine. One of you shave your head. You got a great act",true
2362.0,2026-09-07 19:55:53,@OhHerroMyNameJim,,"Lol wow. He tried to end it saying ""alright babe we got anything else"" but she said ""well ya...what about asperagus?"":man_facepalming::face_with_tears_of_joy:",positive,vader,Sasha & Craig,"gentlemen, >> this microphone smells like a Mumford and Sun song. What the hell just happened? Boom. Clap. Yeah. I feel like you guys would make great >> Yeah. music. You guys should Someone get a guitar, get a tambourine. One of you shave your head. You got a great act going. All right. This next act. Can't",true
2362.0,2026-09-07 19:55:53,@HollywoodStar2026,,clock ticking on that couple,neutral,vader,Sasha & Craig,"gentlemen, >> this microphone smells like a Mumford and Sun song. What the hell just happened? Boom. Clap. Yeah. I feel like you guys would make great >> Yeah. music. You guys should Someone get a guitar, get a tambourine. One of you shave your head. You got a great act going. All right. This next act. Can't",true
2364.0,2026-09-07 19:55:55,@BrianKirk-wi6kd,,He never made her squirt,neutral,vader,Sasha & Craig,">> this microphone smells like a Mumford and Sun song. What the hell just happened? Boom. Clap. Yeah. I feel like you guys would make great >> Yeah. music. You guys should Someone get a guitar, get a tambourine. One of you shave your head. You got a great act going. All right. This next act. Can't wait to get on stage. And I can't wait",true
2365.0,2026-09-07 19:55:56,@Conrad2311,,She says “bro” in disagreements ,negative,vader,Sasha & Craig,">> this microphone smells like a Mumford and Sun song. What the hell just happened? Boom. Clap. Yeah. I feel like you guys would make great >> Yeah. music. You guys should Someone get a guitar, get a tambourine. One of you shave your head. You got a great act going. All right. This next act. Can't wait to get on stage. And I can't wait",true
2367.0,2026-09-07 19:55:58,@QUINNHAMELIN,,DaintyDayvon best joke all night,positive,vader,Sasha & Craig,"and Sun song. What the hell just happened? Boom. Clap. Yeah. I feel like you guys would make great >> Yeah. music. You guys should Someone get a guitar, get a tambourine. One of you shave your head. You got a great act going. All right. This next act. Can't wait to get on stage. And I can't wait to bring them up. Two from last week and",true
2370.0,2026-09-07 19:56:01,@JimboTheComic,,Sasha and Craig ,neutral,vader,Sasha & Craig,"Boom. Clap. Yeah. I feel like you guys would make great >> Yeah. music. You guys should Someone get a guitar, get a tambourine. One of you shave your head. You got a great act going. All right. This next act. Can't wait to get on stage. And I can't wait to bring them up. Two from last week and the past two weeks. Back for a third.",true
2376.0,2026-09-07 19:56:07,@someguy9566,,:clapping_hands:,neutral,vader,Sasha & Craig,">> Yeah. music. You guys should Someone get a guitar, get a tambourine. One of you shave your head. You got a great act going. All right. This next act. Can't wait to get on stage. And I can't wait to bring them up. Two from last week and the past two weeks. Back for a third. Ladies and gentlemen, give Sasha and Craig.",true
2377.0,2026-09-07 19:56:08,@S.D.L-m1j,,Chino rocks the best tees,positive,vader,Sasha & Craig,"a guitar, get a tambourine. One of you shave your head. You got a great act going. All right. This next act. Can't wait to get on stage. And I can't wait to bring them up. Two from last week and the past two weeks. Back for a third. Ladies and gentlemen, give Sasha and Craig. >> Thank you, Chino.",true
2381.0,2026-09-07 19:56:12,@Beepbop_man,,‘We make great love’ ,positive,vader,Sasha & Craig,"shave your head. You got a great act going. All right. This next act. Can't wait to get on stage. And I can't wait to bring them up. Two from last week and the past two weeks. Back for a third. Ladies and gentlemen, give Sasha and Craig. >> Thank you, Chino. Are there two mics? Oh, that's good. We don't have to share.",true
2388.0,2026-09-07 19:56:19,@ineverlutes,,:clapping_hands::clapping_hands::clapping_hands:,neutral,vader,Sasha & Craig,"to bring them up. Two from last week and the past two weeks. Back for a third. Ladies and gentlemen, give Sasha and Craig. >> Thank you, Chino. Are there two mics? Oh, that's good. We don't have to share. >> I'm bad at sharing. I'm probably going to be bad at this to be honest. I don't play well with others. It's why I'm",true
2398.0,2026-09-07 19:56:29,@S.D.L-m1j,,Jimbo you need a partner..lol,neutral,vader,Sasha & Craig,">> Thank you, Chino. Are there two mics? Oh, that's good. We don't have to share. >> I'm bad at sharing. I'm probably going to be bad at this to be honest. I don't play well with others. It's why I'm doing comedy cuz I'm unlikable. >> She said to me, she said to me when I first Well, she said it on stage, too. She's like, I'm on the apps, the dating",true
2401.0,2026-09-07 19:56:32,@OhHerroMyNameJim,,"Lol you could tell he was done at the end ""idk..why don't you go..fkn ask chatgpt"":face_with_tears_of_joy:",positive,vader,Sasha & Craig,"don't have to share. >> I'm bad at sharing. I'm probably going to be bad at this to be honest. I don't play well with others. It's why I'm doing comedy cuz I'm unlikable. >> She said to me, she said to me when I first Well, she said it on stage, too. She's like, I'm on the apps, the dating apps. I was like, ""Oh, my method is I",true
2402.0,2026-09-07 19:56:33,@HollywoodStar2026,,"oh god, sash the no punch story teller",neutral,vader,Sasha & Craig,"don't have to share. >> I'm bad at sharing. I'm probably going to be bad at this to be honest. I don't play well with others. It's why I'm doing comedy cuz I'm unlikable. >> She said to me, she said to me when I first Well, she said it on stage, too. She's like, I'm on the apps, the dating apps. I was like, ""Oh, my method is I",true
2406.0,2026-09-07 19:56:37,@adawg1111,,yikes,neutral,vader,Sasha & Craig,"to be bad at this to be honest. I don't play well with others. It's why I'm doing comedy cuz I'm unlikable. >> She said to me, she said to me when I first Well, she said it on stage, too. She's like, I'm on the apps, the dating apps. I was like, ""Oh, my method is I just go to Safeway and look for eye",true
